table,name,function,definition
migration_family_refresh_manifest,family_refresh_remainder_copy_guard,crm_family_refresh_remainder_copy_guard,CREATE TRIGGER family_refresh_remainder_copy_guard BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_copy_guard()
migration_family_refresh_manifest,family_refresh_sealed_units,crm_family_refresh_sealing_fence,CREATE TRIGGER family_refresh_sealed_units BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_sealing_fence()
migration_family_refresh_mapping,family_refresh_catalog_order_projection,crm_family_refresh_mapping_order_projection,CREATE TRIGGER family_refresh_catalog_order_projection BEFORE INSERT ON public.migration_family_refresh_mapping FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_mapping_order_projection()
migration_family_refresh_mapping,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_mapping FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_mapping,family_refresh_mapping_fence,crm_family_refresh_mapping_fence,CREATE TRIGGER family_refresh_mapping_fence BEFORE INSERT ON public.migration_family_refresh_mapping FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_mapping_fence()
migration_family_refresh_mapping,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_mapping FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_mapping,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_mapping FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_mapping,family_refresh_owned_insert,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_owned_insert BEFORE INSERT ON public.migration_family_refresh_mapping FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_mapping,family_refresh_remainder_copy_guard,crm_family_refresh_remainder_copy_guard,CREATE TRIGGER family_refresh_remainder_copy_guard BEFORE INSERT ON public.migration_family_refresh_mapping FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_copy_guard()
migration_family_refresh_mapping_patch,family_refresh_patch_fence,crm_family_refresh_patch_fence,CREATE TRIGGER family_refresh_patch_fence BEFORE INSERT ON public.migration_family_refresh_mapping_patch FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_patch_fence()
migration_family_refresh_mapping_patch,family_refresh_patch_immutable,reject_mutation,CREATE TRIGGER family_refresh_patch_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_mapping_patch FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_mapping_patch,family_refresh_patch_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_patch_measure AFTER INSERT ON public.migration_family_refresh_mapping_patch FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_mapping_patch,family_refresh_patch_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_patch_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_mapping_patch FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_mapping_patch,family_refresh_patch_owner,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_patch_owner BEFORE INSERT ON public.migration_family_refresh_mapping_patch FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_plan,family_refresh_accounting_complete,crm_family_refresh_accounting_complete,CREATE CONSTRAINT TRIGGER family_refresh_accounting_complete AFTER INSERT OR UPDATE ON public.migration_family_refresh_plan DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_accounting_complete()
migration_family_refresh_plan,family_refresh_activity_owned_fence,crm_family_refresh_activity_owned_fence,CREATE TRIGGER family_refresh_activity_owned_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_activity_owned_fence()
migration_family_refresh_plan,family_refresh_activity_walk_fence,crm_family_refresh_activity_walk_fence,CREATE TRIGGER family_refresh_activity_walk_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_activity_walk_fence()
migration_family_refresh_plan,family_refresh_apply_fence,crm_family_refresh_apply_fence,CREATE TRIGGER family_refresh_apply_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_apply_fence()
migration_family_refresh_plan,family_refresh_catalog_walk_fence,crm_family_refresh_catalog_walk_fence,CREATE TRIGGER family_refresh_catalog_walk_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_catalog_walk_fence()
migration_family_refresh_plan,family_refresh_cohort_progress_fence,crm_family_refresh_cohort_fence,CREATE TRIGGER family_refresh_cohort_progress_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_cohort_fence()
migration_family_refresh_plan,family_refresh_core_progress_guard,crm_family_refresh_core_index_guard,CREATE TRIGGER family_refresh_core_progress_guard BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_core_index_guard()
migration_family_refresh_plan,family_refresh_history_progress_guard,crm_family_refresh_history_index_guard,CREATE TRIGGER family_refresh_history_progress_guard BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_history_index_guard()
migration_family_refresh_plan,family_refresh_mapping_walk_fence,crm_family_refresh_mapping_fence,CREATE TRIGGER family_refresh_mapping_walk_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_mapping_fence()
migration_family_refresh_plan,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_plan,family_refresh_metadata_owned_fence,crm_family_refresh_metadata_owned_fence,CREATE TRIGGER family_refresh_metadata_owned_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_metadata_owned_fence()
migration_family_refresh_plan,family_refresh_metadata_walk_fence,crm_family_refresh_metadata_walk_fence,CREATE TRIGGER family_refresh_metadata_walk_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_metadata_walk_fence()
migration_family_refresh_plan,family_refresh_owned_walk_fence,crm_family_refresh_owned_walk_fence,CREATE TRIGGER family_refresh_owned_walk_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_walk_fence()
migration_family_refresh_plan,family_refresh_plan_guard,crm_family_refresh_plan_guard,CREATE TRIGGER family_refresh_plan_guard BEFORE INSERT OR UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_plan_guard()
migration_family_refresh_plan,family_refresh_remainder_plan_guard,crm_family_refresh_remainder_plan_guard,CREATE TRIGGER family_refresh_remainder_plan_guard BEFORE INSERT OR UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_plan_guard()
migration_family_refresh_plan,family_refresh_remainder_progress_guard,crm_family_refresh_remainder_progress_guard,CREATE TRIGGER family_refresh_remainder_progress_guard BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_progress_guard()
migration_family_refresh_plan,family_refresh_sealing_fence,crm_family_refresh_sealing_fence,CREATE TRIGGER family_refresh_sealing_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_sealing_fence()
migration_family_refresh_plan,family_refresh_walk_fence,crm_family_refresh_walk_fence,CREATE TRIGGER family_refresh_walk_fence BEFORE UPDATE ON public.migration_family_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_walk_fence()
migration_family_refresh_receipt,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_receipt FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_receipt,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_receipt FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_receipt,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_receipt FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_requirement,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_requirement FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_requirement,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_requirement FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_requirement,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_requirement FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_reservation,family_refresh_accounting_complete,crm_family_refresh_accounting_complete,CREATE CONSTRAINT TRIGGER family_refresh_accounting_complete AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_reservation DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_accounting_complete()
migration_family_refresh_result,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_result FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_result,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_result FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_result,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_result FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_result,family_refresh_owned_insert,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_owned_insert BEFORE INSERT ON public.migration_family_refresh_result FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_source,family_refresh_core_source_guard,crm_family_refresh_core_index_guard,CREATE TRIGGER family_refresh_core_source_guard BEFORE INSERT ON public.migration_family_refresh_source FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_core_index_guard()
migration_family_refresh_source,family_refresh_history_source_guard,crm_family_refresh_history_index_guard,CREATE TRIGGER family_refresh_history_source_guard BEFORE INSERT ON public.migration_family_refresh_source FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_history_index_guard()
migration_family_refresh_source,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_source FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_source,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_source FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_source,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_source FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_source,family_refresh_owned_insert,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_owned_insert BEFORE INSERT ON public.migration_family_refresh_source FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_source,family_refresh_remainder_copy_guard,crm_family_refresh_remainder_copy_guard,CREATE TRIGGER family_refresh_remainder_copy_guard BEFORE INSERT ON public.migration_family_refresh_source FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_copy_guard()
migration_family_refresh_write_proof,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_write_proof FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_write_proof,family_refresh_owned_insert,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_owned_insert BEFORE INSERT ON public.migration_family_refresh_write_proof FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_write_proof,family_refresh_proof_immutable,reject_mutation,CREATE TRIGGER family_refresh_proof_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_write_proof FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_write_proof,family_refresh_proof_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_proof_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_write_proof FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_write_proof,family_refresh_recipe_fence,crm_family_refresh_recipe_fence,CREATE TRIGGER family_refresh_recipe_fence BEFORE INSERT ON public.migration_family_refresh_write_proof FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_recipe_fence()
migration_history_import_anchor,migration_history_import_anchor_immutable,reject_mutation,CREATE TRIGGER migration_history_import_anchor_immutable BEFORE DELETE OR UPDATE ON public.migration_history_import_anchor FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_history_import_anchor,migration_history_import_anchor_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_anchor_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_anchor FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_candidate,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_candidate FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_candidate,migration_history_import_candidate_frozen,crm_history_import_frozen,CREATE TRIGGER migration_history_import_candidate_frozen BEFORE DELETE OR UPDATE ON public.migration_history_import_candidate FOR EACH ROW EXECUTE FUNCTION crm_history_import_frozen()
migration_history_import_candidate,migration_history_import_candidate_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_candidate_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_candidate FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_display,admitted_history_owner_insert,crm_admitted_history_owner_insert,CREATE TRIGGER admitted_history_owner_insert BEFORE INSERT ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_owner_insert()
migration_history_import_display,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_display,family_history_first_insert,crm_family_history_first_insert,CREATE TRIGGER family_history_first_insert BEFORE INSERT ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_family_history_first_insert()
migration_history_import_display,history_display_owner_immutable,crm_history_display_owner_immutable,CREATE TRIGGER history_display_owner_immutable BEFORE UPDATE ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_history_display_owner_immutable()
migration_history_import_display,history_import_display_change,crm_history_import_display_change,CREATE TRIGGER history_import_display_change AFTER DELETE OR UPDATE ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_history_import_display_change()
migration_history_import_display,history_import_display_guard,crm_history_import_display_guard,CREATE TRIGGER history_import_display_guard BEFORE INSERT ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_history_import_display_guard()
migration_history_import_display,migration_history_import_display_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_display_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_display,zz_admitted_history_suppress,crm_admitted_history_suppress,CREATE TRIGGER zz_admitted_history_suppress AFTER DELETE ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_suppress()
migration_history_import_display,zz_family_history_first_suppress,crm_family_history_first_suppress,CREATE TRIGGER zz_family_history_first_suppress AFTER DELETE ON public.migration_history_import_display FOR EACH ROW EXECUTE FUNCTION crm_family_history_first_suppress()
migration_history_import_identity,admitted_history_identity_erasure,crm_admitted_history_identity_erasure,CREATE TRIGGER admitted_history_identity_erasure AFTER UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_identity_erasure()
migration_history_import_identity,admitted_history_owner_insert,crm_admitted_history_owner_insert,CREATE TRIGGER admitted_history_owner_insert BEFORE INSERT ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_owner_insert()
migration_history_import_identity,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_identity,family_history_erasure,crm_family_history_erasure,CREATE TRIGGER family_history_erasure AFTER UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_family_history_erasure()
migration_history_import_identity,family_history_first_insert,crm_family_history_first_insert,CREATE TRIGGER family_history_first_insert BEFORE INSERT ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_family_history_first_insert()
migration_history_import_identity,history_import_erased_identity,crm_history_import_erased_identity,CREATE TRIGGER history_import_erased_identity AFTER UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_history_import_erased_identity()
migration_history_import_identity,migration_history_import_identity_immutable,crm_history_import_identity_immutable,CREATE TRIGGER migration_history_import_identity_immutable BEFORE DELETE OR UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_history_import_identity_immutable()
migration_history_import_identity,migration_history_import_identity_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_identity_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_identity,zz_family_history_first_erasure,crm_family_history_first_erasure,CREATE TRIGGER zz_family_history_first_erasure AFTER UPDATE ON public.migration_history_import_identity FOR EACH ROW EXECUTE FUNCTION crm_family_history_first_erasure()
migration_history_import_manifest,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_manifest,migration_history_import_manifest_frozen,crm_history_import_frozen,CREATE TRIGGER migration_history_import_manifest_frozen BEFORE DELETE OR UPDATE ON public.migration_history_import_manifest FOR EACH ROW EXECUTE FUNCTION crm_history_import_frozen()
migration_history_import_manifest,migration_history_import_manifest_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_manifest_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_manifest FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_plan,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_plan FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_plan,migration_history_import_plan_frozen,crm_history_import_frozen,CREATE TRIGGER migration_history_import_plan_frozen BEFORE DELETE OR UPDATE ON public.migration_history_import_plan FOR EACH ROW EXECUTE FUNCTION crm_history_import_frozen()
migration_history_import_plan,migration_history_import_plan_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_plan_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_plan FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_receipt,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_receipt FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_receipt,migration_history_import_receipt_immutable,reject_mutation,CREATE TRIGGER migration_history_import_receipt_immutable BEFORE DELETE OR UPDATE ON public.migration_history_import_receipt FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_history_import_receipt,migration_history_import_receipt_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_receipt_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_receipt FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_reservation,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_reservation FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_result,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_result FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_result,migration_history_import_result_immutable,reject_mutation,CREATE TRIGGER migration_history_import_result_immutable BEFORE DELETE OR UPDATE ON public.migration_history_import_result FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_history_import_result,migration_history_import_result_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_result_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_result FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_run,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_run FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_run,migration_history_import_run_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_run_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_run FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_history_import_stream,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_history_import_stream FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_history_import_stream,migration_history_import_stream_frozen,crm_history_import_frozen,CREATE TRIGGER migration_history_import_stream_frozen BEFORE DELETE OR UPDATE ON public.migration_history_import_stream FOR EACH ROW EXECUTE FUNCTION crm_history_import_frozen()
migration_history_import_stream,migration_history_import_stream_measure,crm_history_import_measure,CREATE TRIGGER migration_history_import_stream_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_history_import_stream FOR EACH ROW EXECUTE FUNCTION crm_history_import_measure()
migration_import_receipt,migration_import_receipt_append_only,reject_mutation,CREATE TRIGGER migration_import_receipt_append_only BEFORE DELETE OR UPDATE ON public.migration_import_receipt FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_mapping_repair_requirement,migration_mapping_repair_requirement_immutable,reject_mutation,CREATE TRIGGER migration_mapping_repair_requirement_immutable BEFORE DELETE OR UPDATE ON public.migration_mapping_repair_requirement FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_metadata_catalog_claim,family_refresh_catalog_immutable,reject_mutation,CREATE TRIGGER family_refresh_catalog_immutable BEFORE DELETE OR UPDATE ON public.migration_metadata_catalog_claim FOR EACH ROW WHEN ((old.refresh_plan_id IS NOT NULL)) EXECUTE FUNCTION reject_mutation()
migration_metadata_catalog_claim,family_refresh_catalog_measure,crm_family_refresh_catalog_measure,CREATE TRIGGER family_refresh_catalog_measure AFTER INSERT ON public.migration_metadata_catalog_claim FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_catalog_measure()
migration_metadata_catalog_claim,family_refresh_catalog_owner,crm_family_refresh_catalog_owner,CREATE TRIGGER family_refresh_catalog_owner BEFORE INSERT ON public.migration_metadata_catalog_claim FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_catalog_owner()
migration_metadata_identity,migration_metadata_identity_claim_guard,crm_metadata_identity_guard,CREATE TRIGGER migration_metadata_identity_claim_guard BEFORE INSERT ON public.migration_metadata_identity FOR EACH ROW EXECUTE FUNCTION crm_metadata_identity_guard()
migration_metadata_receipt,migration_metadata_receipt_append_only,reject_mutation,CREATE TRIGGER migration_metadata_receipt_append_only BEFORE DELETE OR UPDATE ON public.migration_metadata_receipt FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_people_admission,people_recovery_write_fence,crm_people_recovery_write_fence,CREATE TRIGGER people_recovery_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_admission FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_write_fence()
migration_people_admission_contact,migration_people_admission_contact_building,crm_people_admission_contact_building,CREATE TRIGGER migration_people_admission_contact_building BEFORE INSERT ON public.migration_people_admission_contact FOR EACH ROW EXECUTE FUNCTION crm_people_admission_contact_building()
migration_people_admission_contact,people_recovery_write_fence,crm_people_recovery_write_fence,CREATE TRIGGER people_recovery_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_admission_contact FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_write_fence()
migration_people_admission_item,migration_people_admission_item_building,crm_people_admission_item_building,CREATE TRIGGER migration_people_admission_item_building BEFORE INSERT ON public.migration_people_admission_item FOR EACH ROW EXECUTE FUNCTION crm_people_admission_item_building()
migration_people_admission_item,migration_people_admission_item_immutable,crm_people_admission_item_immutable,CREATE TRIGGER migration_people_admission_item_immutable BEFORE UPDATE ON public.migration_people_admission_item FOR EACH ROW EXECUTE FUNCTION crm_people_admission_item_immutable()
migration_people_admission_item,people_recovery_item_owned,crm_people_recovery_item_owned,CREATE TRIGGER people_recovery_item_owned AFTER INSERT ON public.migration_people_admission_item FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_item_owned()
migration_people_admission_item,people_recovery_write_fence,crm_people_recovery_write_fence,CREATE TRIGGER people_recovery_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_admission_item FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_write_fence()
migration_people_admission_plan,migration_people_admission_plan_immutable,crm_people_admission_plan_immutable,CREATE TRIGGER migration_people_admission_plan_immutable BEFORE UPDATE ON public.migration_people_admission_plan FOR EACH ROW EXECUTE FUNCTION crm_people_admission_plan_immutable()
migration_people_admission_plan,people_recovery_plan_immutable,crm_people_recovery_plan_immutable,CREATE TRIGGER people_recovery_plan_immutable BEFORE UPDATE ON public.migration_people_admission_plan FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_plan_immutable()
migration_people_admission_plan,people_recovery_write_fence,crm_people_recovery_write_fence,CREATE TRIGGER people_recovery_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_people_admission_plan FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_write_fence()
