table,name,function,definition
migration_admitted_history_manifest,admitted_history_evidence_insert,crm_admitted_history_evidence_insert,CREATE TRIGGER admitted_history_evidence_insert BEFORE INSERT ON public.migration_admitted_history_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_evidence_insert()
migration_admitted_history_manifest,admitted_history_immutable,crm_admitted_history_immutable,CREATE TRIGGER admitted_history_immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_history_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_immutable()
migration_admitted_history_manifest,admitted_history_measure,crm_admitted_history_measure,CREATE TRIGGER admitted_history_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_measure()
migration_admitted_history_manifest,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_history_plan,admitted_history_immutable,crm_admitted_history_immutable,CREATE TRIGGER admitted_history_immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_history_plan FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_immutable()
migration_admitted_history_plan,admitted_history_measure,crm_admitted_history_measure,CREATE TRIGGER admitted_history_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_plan FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_measure()
migration_admitted_history_plan,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_plan FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_history_receipt,admitted_history_immutable,crm_admitted_history_immutable,CREATE TRIGGER admitted_history_immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_history_receipt FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_immutable()
migration_admitted_history_receipt,admitted_history_measure,crm_admitted_history_measure,CREATE TRIGGER admitted_history_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_receipt FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_measure()
migration_admitted_history_receipt,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_receipt FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_history_remainder,admitted_history_immutable,crm_admitted_history_immutable,CREATE TRIGGER admitted_history_immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_history_remainder FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_immutable()
migration_admitted_history_remainder,admitted_history_measure,crm_admitted_history_measure,CREATE TRIGGER admitted_history_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_remainder FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_measure()
migration_admitted_history_remainder,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_remainder FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_history_reservation,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_reservation FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_history_result,admitted_history_immutable,crm_admitted_history_immutable,CREATE TRIGGER admitted_history_immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_history_result FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_immutable()
migration_admitted_history_result,admitted_history_measure,crm_admitted_history_measure,CREATE TRIGGER admitted_history_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_result FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_measure()
migration_admitted_history_result,admitted_history_result_insert,crm_admitted_history_result_insert,CREATE TRIGGER admitted_history_result_insert BEFORE INSERT ON public.migration_admitted_history_result FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_result_insert()
migration_admitted_history_result,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_result FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_history_root,admitted_history_immutable,crm_admitted_history_immutable,CREATE TRIGGER admitted_history_immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_history_root FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_immutable()
migration_admitted_history_root,admitted_history_measure,crm_admitted_history_measure,CREATE TRIGGER admitted_history_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_root FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_measure()
migration_admitted_history_root,admitted_history_write_fence,crm_admitted_history_write_fence,CREATE TRIGGER admitted_history_write_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_history_root FOR EACH ROW EXECUTE FUNCTION crm_admitted_history_write_fence()
migration_admitted_metadata_alias,admitted_metadata_mapping_counts,crm_admitted_metadata_mapping_counts,CREATE TRIGGER admitted_metadata_mapping_counts AFTER INSERT ON public.migration_admitted_metadata_alias FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_mapping_counts()
migration_admitted_metadata_manifest,admitted_metadata_owner_keys,crm_admitted_metadata_owner_keys,"CREATE TRIGGER admitted_metadata_owner_keys BEFORE INSERT OR UPDATE OF plan_id, import_id, organization_id, admission_id, admission_item_id, admission_result_id, predecessor_manifest_id, predecessor_plan_id ON public.migration_admitted_metadata_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_owner_keys()"
migration_admitted_metadata_manifest,admitted_metadata_preparation_bytes,crm_admitted_metadata_preparation_bytes,CREATE TRIGGER admitted_metadata_preparation_bytes AFTER INSERT OR UPDATE ON public.migration_admitted_metadata_manifest FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_preparation_bytes()
migration_admitted_metadata_mapping,admitted_metadata_owner_keys,crm_admitted_metadata_owner_keys,"CREATE TRIGGER admitted_metadata_owner_keys BEFORE INSERT OR UPDATE OF plan_id, import_id, organization_id, predecessor_mapping_id, predecessor_plan_id, source_mapping_id, evidence_plan_id, dependency_result_id, dependency_plan_id, dependency_import_id ON public.migration_admitted_metadata_mapping FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_owner_keys()"
migration_admitted_metadata_mapping,admitted_metadata_preparation_bytes,crm_admitted_metadata_preparation_bytes,CREATE TRIGGER admitted_metadata_preparation_bytes AFTER INSERT OR UPDATE ON public.migration_admitted_metadata_mapping FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_preparation_bytes()
migration_admitted_metadata_observation,admitted_metadata_owner_keys,crm_admitted_metadata_owner_keys,"CREATE TRIGGER admitted_metadata_owner_keys BEFORE INSERT OR UPDATE OF plan_id, import_id, organization_id, snapshot_id ON public.migration_admitted_metadata_observation FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_owner_keys()"
migration_admitted_metadata_observation,admitted_metadata_preparation_bytes,crm_admitted_metadata_preparation_bytes,CREATE TRIGGER admitted_metadata_preparation_bytes AFTER INSERT OR UPDATE ON public.migration_admitted_metadata_observation FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_preparation_bytes()
migration_admitted_metadata_operation,admitted_metadata_mapping_counts,crm_admitted_metadata_mapping_counts,CREATE TRIGGER admitted_metadata_mapping_counts AFTER INSERT ON public.migration_admitted_metadata_operation FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_mapping_counts()
migration_admitted_metadata_operation,admitted_metadata_preparation_bytes,crm_admitted_metadata_preparation_bytes,CREATE TRIGGER admitted_metadata_preparation_bytes AFTER INSERT OR UPDATE ON public.migration_admitted_metadata_operation FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_preparation_bytes()
migration_admitted_metadata_plan,admitted_metadata_owner_keys,crm_admitted_metadata_owner_keys,"CREATE TRIGGER admitted_metadata_owner_keys BEFORE INSERT OR UPDATE OF import_id, organization_id, admission_id, parent_import_id, parent_plan_id, source_account_id, remainder_plan_id, evidence_plan_id ON public.migration_admitted_metadata_plan FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_owner_keys()"
migration_admitted_metadata_receipt,admitted_metadata_owner_keys,crm_admitted_metadata_owner_keys,"CREATE TRIGGER admitted_metadata_owner_keys BEFORE INSERT OR UPDATE OF import_id, organization_id, snapshot_id, plan_id ON public.migration_admitted_metadata_receipt FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_owner_keys()"
migration_admitted_metadata_source,admitted_metadata_owner_keys,crm_admitted_metadata_owner_keys,"CREATE TRIGGER admitted_metadata_owner_keys BEFORE INSERT OR UPDATE OF plan_id, import_id, organization_id, snapshot_id ON public.migration_admitted_metadata_source FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_owner_keys()"
migration_admitted_metadata_source,admitted_metadata_preparation_bytes,crm_admitted_metadata_preparation_bytes,CREATE TRIGGER admitted_metadata_preparation_bytes AFTER INSERT OR UPDATE ON public.migration_admitted_metadata_source FOR EACH ROW EXECUTE FUNCTION crm_admitted_metadata_preparation_bytes()
migration_admitted_people_refresh,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'root')"
migration_admitted_people_refresh_baseline,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_baseline FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_baseline,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_baseline FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'baseline')"
migration_admitted_people_refresh_item,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_item FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_item,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_item FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'item')"
migration_admitted_people_refresh_item,people_recovery_refresh_approval,crm_people_recovery_refresh_approval,CREATE TRIGGER people_recovery_refresh_approval BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_item FOR EACH ROW EXECUTE FUNCTION crm_people_recovery_refresh_approval()
migration_admitted_people_refresh_mapping_binding,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_people_refresh_mapping_binding FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_admitted_people_refresh_mapping_binding,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_mapping_binding FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_mapping_binding,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_mapping_binding FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'binding')"
migration_admitted_people_refresh_mapping_head,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_mapping_head FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_mapping_head,mapping_repair_head,crm_mapping_repair_head_write,CREATE TRIGGER mapping_repair_head BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_mapping_head FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_head_write('migration_admitted_people_refresh')
migration_admitted_people_refresh_plan,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_plan,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_plan FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'plan')"
migration_admitted_people_refresh_repair_candidate,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_people_refresh_repair_candidate FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_admitted_people_refresh_repair_candidate,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_repair_candidate FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_repair_candidate,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_repair_candidate FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'candidate')"
migration_admitted_people_refresh_repair_choice,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_people_refresh_repair_choice FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_admitted_people_refresh_repair_choice,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_repair_choice FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_repair_choice,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_repair_choice FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'choice')"
migration_admitted_people_refresh_repair_key,immutable,reject_mutation,CREATE TRIGGER immutable BEFORE DELETE OR UPDATE ON public.migration_admitted_people_refresh_repair_key FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_admitted_people_refresh_repair_key,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_repair_key FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_result,mapping_repair_fence,crm_mapping_repair_write_fence,CREATE TRIGGER mapping_repair_fence BEFORE INSERT OR DELETE OR UPDATE ON public.migration_admitted_people_refresh_result FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_write_fence()
migration_admitted_people_refresh_result,mapping_repair_owned,crm_mapping_repair_owned_write,"CREATE TRIGGER mapping_repair_owned BEFORE INSERT OR UPDATE ON public.migration_admitted_people_refresh_result FOR EACH ROW EXECUTE FUNCTION crm_mapping_repair_owned_write('migration_admitted_people_refresh', 'result')"
migration_core_change_group,migration_core_change_group_charge,migration_core_change_charge,CREATE TRIGGER migration_core_change_group_charge AFTER INSERT OR UPDATE ON public.migration_core_change_group FOR EACH ROW EXECUTE FUNCTION migration_core_change_charge()
migration_core_change_group,migration_core_change_group_immutable,migration_core_change_immutable,CREATE TRIGGER migration_core_change_group_immutable BEFORE INSERT OR UPDATE ON public.migration_core_change_group FOR EACH ROW EXECUTE FUNCTION migration_core_change_immutable()
migration_core_change_note_key,migration_core_change_note_charge,migration_core_change_charge,CREATE TRIGGER migration_core_change_note_charge AFTER INSERT ON public.migration_core_change_note_key FOR EACH ROW EXECUTE FUNCTION migration_core_change_charge()
migration_core_change_receipt,migration_core_change_receipt_charge,migration_core_change_charge,CREATE TRIGGER migration_core_change_receipt_charge AFTER INSERT ON public.migration_core_change_receipt FOR EACH ROW EXECUTE FUNCTION migration_core_change_charge()
migration_core_change_report,migration_core_change_report_charge,migration_core_change_charge,"CREATE TRIGGER migration_core_change_report_charge AFTER INSERT OR UPDATE OF engine_version, state, phase, pause_reason, baseline_uncertain, newer_uncertain, tuple_hmac, inputs_nonce, inputs_ciphertext, summary_nonce, summary_ciphertext ON public.migration_core_change_report FOR EACH ROW EXECUTE FUNCTION migration_core_change_charge()"
migration_core_change_report,migration_core_change_report_immutable,migration_core_change_immutable,CREATE TRIGGER migration_core_change_report_immutable BEFORE UPDATE ON public.migration_core_change_report FOR EACH ROW EXECUTE FUNCTION migration_core_change_immutable()
migration_core_change_variant,migration_core_change_variant_charge,migration_core_change_charge,CREATE TRIGGER migration_core_change_variant_charge AFTER INSERT ON public.migration_core_change_variant FOR EACH ROW EXECUTE FUNCTION migration_core_change_charge()
migration_core_change_variant,migration_core_change_variant_immutable,migration_core_change_immutable,CREATE TRIGGER migration_core_change_variant_immutable BEFORE INSERT OR UPDATE ON public.migration_core_change_variant FOR EACH ROW EXECUTE FUNCTION migration_core_change_immutable()
migration_family_refresh_bundle,family_refresh_00_boundary,crm_family_refresh_boundary,CREATE TRIGGER family_refresh_00_boundary BEFORE INSERT ON public.migration_family_refresh_bundle FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_boundary()
migration_family_refresh_bundle,family_refresh_accounting_complete,crm_family_refresh_accounting_complete,CREATE CONSTRAINT TRIGGER family_refresh_accounting_complete AFTER INSERT OR UPDATE ON public.migration_family_refresh_bundle DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_accounting_complete()
migration_family_refresh_bundle,family_refresh_bundle_guard,crm_family_refresh_bundle_guard,CREATE TRIGGER family_refresh_bundle_guard BEFORE INSERT OR UPDATE ON public.migration_family_refresh_bundle FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_bundle_guard()
migration_family_refresh_bundle,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_bundle FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_bundle,family_refresh_remainder_bundle_guard,crm_family_refresh_remainder_bundle_guard,CREATE TRIGGER family_refresh_remainder_bundle_guard BEFORE INSERT ON public.migration_family_refresh_bundle FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_bundle_guard()
migration_family_refresh_cohort,family_refresh_cohort_fence,crm_family_refresh_cohort_fence,CREATE TRIGGER family_refresh_cohort_fence BEFORE INSERT ON public.migration_family_refresh_cohort FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_cohort_fence()
migration_family_refresh_cohort,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_cohort FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_cohort,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_cohort FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_cohort,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_cohort FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_cohort,family_refresh_owned_insert,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_owned_insert BEFORE INSERT ON public.migration_family_refresh_cohort FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_cohort,family_refresh_remainder_copy_guard,crm_family_refresh_remainder_copy_guard,CREATE TRIGGER family_refresh_remainder_copy_guard BEFORE INSERT ON public.migration_family_refresh_cohort FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_copy_guard()
migration_family_refresh_core_page,family_refresh_core_page_guard,crm_family_refresh_core_index_guard,CREATE TRIGGER family_refresh_core_page_guard BEFORE INSERT ON public.migration_family_refresh_core_page FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_core_index_guard()
migration_family_refresh_core_page,family_refresh_core_page_immutable,reject_mutation,CREATE TRIGGER family_refresh_core_page_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_core_page FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_core_page,family_refresh_core_page_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_core_page_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_core_page FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_core_page,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT ON public.migration_family_refresh_core_page FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_core_page,family_refresh_remainder_copy_guard,crm_family_refresh_remainder_copy_guard,CREATE TRIGGER family_refresh_remainder_copy_guard BEFORE INSERT ON public.migration_family_refresh_core_page FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_copy_guard()
migration_family_refresh_head,family_refresh_head_account,crm_family_refresh_head_storage,CREATE TRIGGER family_refresh_head_account BEFORE INSERT ON public.migration_family_refresh_head FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_head_storage()
migration_family_refresh_head,family_refresh_head_guard,crm_family_refresh_head_guard,CREATE TRIGGER family_refresh_head_guard BEFORE INSERT OR UPDATE ON public.migration_family_refresh_head FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_head_guard()
migration_family_refresh_head,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_head FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_history_display,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_history_display FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_history_display,history_display_guard,crm_family_history_display_guard,CREATE TRIGGER history_display_guard BEFORE INSERT OR UPDATE ON public.migration_family_refresh_history_display FOR EACH ROW EXECUTE FUNCTION crm_family_history_display_guard()
migration_family_refresh_history_display,history_display_no_delete,reject_mutation,CREATE TRIGGER history_display_no_delete BEFORE DELETE ON public.migration_family_refresh_history_display FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_history_display,history_display_no_truncate,reject_mutation,CREATE TRIGGER history_display_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_history_display FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_history_head,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_history_head FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_history_head,history_head_guard,crm_family_history_head_guard,CREATE TRIGGER history_head_guard BEFORE INSERT OR UPDATE ON public.migration_family_refresh_history_head FOR EACH ROW EXECUTE FUNCTION crm_family_history_head_guard()
migration_family_refresh_history_head,history_head_no_delete,reject_mutation,CREATE TRIGGER history_head_no_delete BEFORE DELETE ON public.migration_family_refresh_history_head FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_history_head,history_head_no_truncate,reject_mutation,CREATE TRIGGER history_head_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_history_head FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_history_page,family_refresh_history_page_guard,crm_family_refresh_history_index_guard,CREATE TRIGGER family_refresh_history_page_guard BEFORE INSERT ON public.migration_family_refresh_history_page FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_history_index_guard()
migration_family_refresh_history_page,family_refresh_history_page_immutable,reject_mutation,CREATE TRIGGER family_refresh_history_page_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_history_page FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_history_page,family_refresh_history_page_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_history_page_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_history_page FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_history_page,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT ON public.migration_family_refresh_history_page FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_history_page,family_refresh_remainder_copy_guard,crm_family_refresh_remainder_copy_guard,CREATE TRIGGER family_refresh_remainder_copy_guard BEFORE INSERT ON public.migration_family_refresh_history_page FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_remainder_copy_guard()
migration_family_refresh_manifest,family_refresh_catalog_unit_fence,crm_family_refresh_catalog_unit_fence,CREATE TRIGGER family_refresh_catalog_unit_fence BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_catalog_unit_fence()
migration_family_refresh_manifest,family_refresh_immutable,reject_mutation,CREATE TRIGGER family_refresh_immutable BEFORE DELETE OR UPDATE ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION reject_mutation()
migration_family_refresh_manifest,family_refresh_manifest_source_guard,crm_family_refresh_manifest_source_guard,CREATE TRIGGER family_refresh_manifest_source_guard BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_manifest_source_guard()
migration_family_refresh_manifest,family_refresh_measure,crm_family_refresh_measure,CREATE TRIGGER family_refresh_measure AFTER INSERT OR DELETE OR UPDATE ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_measure()
migration_family_refresh_manifest,family_refresh_missing_activity_fence,crm_family_refresh_missing_activity_fence,CREATE TRIGGER family_refresh_missing_activity_fence BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_missing_activity_fence()
migration_family_refresh_manifest,family_refresh_no_truncate,reject_mutation,CREATE TRIGGER family_refresh_no_truncate BEFORE TRUNCATE ON public.migration_family_refresh_manifest FOR EACH STATEMENT EXECUTE FUNCTION reject_mutation()
migration_family_refresh_manifest,family_refresh_owned_insert,crm_family_refresh_owned_insert,CREATE TRIGGER family_refresh_owned_insert BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_owned_insert()
migration_family_refresh_manifest,family_refresh_person_metadata_fence,crm_family_refresh_person_metadata_fence,CREATE TRIGGER family_refresh_person_metadata_fence BEFORE INSERT ON public.migration_family_refresh_manifest FOR EACH ROW EXECUTE FUNCTION crm_family_refresh_person_metadata_fence()
